Name,Address,Location,Cuisine,Top Dishes,Price for 2,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Potbriyanis SS Food Court," 71, Sri Ayyappa Nagar, 1st Main Road, Chinmayanagar, Vadapalani, Chennai",Vadapalani,"['North Indian', ' Chettinad', ' Chinese']",Invalid,500,3.5,24,3.5,224,"['Home Delivery', 'Indoor Seating']"
Spaghetti Chutney," 3094, Appasamy Mapleton Apartments, Pallikaranai, Chennai",Pallikaranai,['Continental'],Invalid,300,3.8,32,None,Does not offer Delivery,['Takeaway Only']
Thalappakkattu Biriyani," 95, JN Road, V.M Nagar, Thiruvallur, Chennai",Thiruvallur,"['Biryani', ' Fast Food']",Invalid,450,3.5,34,3.9,103,"['Home Delivery', 'Indoor Seating']"
Mo Square," 28, 1st Main Road, Near Nilgiris Showroom, Anna Nagar East, Chennai",Anna Nagar East,['Momos'],Invalid,100,None,Does not offer Dining,4.3,326,['Home Delivery']
Uzo Sandwhich, Delivery Only,Porur,['Sandwich'],Invalid,200,None,Does not offer Dining,4.2,141,['Delivery Only']
Zam Zam Briyani," Anna High Road, Kamaraj Nagar, NGO Colony, Choolaimedu, Chennai",Choolaimedu,"['Biryani', ' Chinese', ' North Indian']",Invalid,400,3.1,26,3.7,839,"['Home Delivery', 'Indoor Seating']"
Sattva Boutique," 42, First Main Road, Balamurugan Nagar, Velachery, Chennai",Velachery,['Bakery'],Invalid,400,None,Does not offer Dining,4.1,832,"['Home Delivery', 'Standing Tables', 'Desserts and Bakes']"
Hotel Andhra Bhavan," 1119, New 38, Poonamalee High Road, Periyampet, Chetpet, Chennai",Chetpet,"['South Indian', ' Andhra']",Invalid,150,3.8,30,4.2,744,"['Home Delivery', 'Indoor Seating']"
Thirunelveli Halwa Stall," 142, Valluvarkottam High Road, Nungambakkam, Chennai",Nungambakkam,"['Street Food', ' Mithai', ' Juices']",Invalid,100,3,34,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Navaladi Kongunadu Restaurant," 94, Rukmani Nagar, Poonamalle, Chennai",Poonamalle,"['South Indian', ' North Indian', ' Chinese', ' Beverages']",Invalid,200,3.6,36,None,Not enough Delivery Reviews,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
F5," 4A, Padma Nagar, Retteri, Kolathur, Chennai",Kolathur,"['South Indian', ' Chinese', ' Chettinad']",Invalid,700,3.3,22,3.5,169,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
PUBG Sandwich Hunt," 5/177, MMDA Colony, Maduravoyal, Chennai",Maduravoyal,['Fast Food'],Invalid,200,3.2,28,3.5,82,"['Home Delivery', 'Indoor Seating']"
Dance Kafe," Shop 147, 3rd Floor, Pandiyan St, Alwartirunagar, Valasaravakkam, Chennai",Valasaravakkam,"['Cafe', ' Desserts']",Invalid,700,3.6,31,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Outdoor Seating', 'Rooftop']"
Hashtag BBQ, Delivery Only,Medavakkam,['BBQ'],Invalid,400,None,Does not offer Dining,4.5,192,['Delivery Only']
Nanjil Unavagam," 663, Velachery Main Road, Pillaiyar Kovil Street, Madipakkam, Chennai",Madipakkam,"['North Indian', ' Chinese', ' South Indian']",Invalid,500,3,17,3.1,227,"['Home Delivery', 'Indoor Seating']"
Al Rabah's Beef Kitchen," OMR Food Street, Guduvancheri, GST Road, Chennai","OMR Food Street, Guduvancheri","['Chinese', ' South Indian', ' Rolls']",Invalid,300,3.7,37,4,174,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Little Bites," 235, Velachery Main Road, Beside ICICI Bank, Selaiyur, Tambaram East, Chennai",Tambaram,"['Ice Cream', ' Desserts', ' Sandwich', ' Fast Food', ' Street Food', ' Juices', ' Beverages']",Invalid,300,3.6,31,4.3,334,"['Home Delivery', 'Standing Tables', 'Indoor Seating', 'Desserts and Bakes']"
Star Burma Hotel," OMR Food Street, Guduvanchery, GST Road, Chennai","OMR Food Street, Guduvancheri",['Burmese'],Invalid,150,2.8,28,3.8,956,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Rantos," 37/29, Jawaharlal Nehru Salai, Ekkaduthangal, Chennai",Ekkaduthangal,['Wraps'],Invalid,150,None,Does not offer Dining,4,211,['Home Delivery']
Hotel Soorya," 412, MTH Road, Opposite Sri Ivan Stineford Hospital, Ambattur, Chennai",Ambattur,"['South Indian', ' North Indian', ' Chinese']",Invalid,450,3.6,46,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Chariot," 182/183, Poonamalle High Road, Kattupakkam, Near Sakthi Furniture Mart, Poonamalle, Chennai","Ponnis Grand Inn Hotel, Thiruvallur","['North Indian', ' Chinese', ' Chettinad', ' Desserts', ' Beverages']",Invalid,700,3.6,31,None,Not enough Delivery Reviews,"['Home Delivery', 'Wheelchair Accessible', 'Indoor Seating', 'Wifi']"
Hotel Mount Plaza," 101, Butt Road, St. Thomas Mount, Chennai",St. Thomas Mount,"['North Indian', ' South Indian', ' Chinese', ' Biryani']",Invalid,350,3,28,3.9,22,"['Home Delivery', 'Indoor Seating', 'Catering Available']"
Kamal's Punjabi Dhaba," 169, East Coast Road (ECR), Kanathur, Chennai",Kanathur,"['North Indian', ' Chinese']",Invalid,300,3,33,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Khan Biryani House," 13, Sterling Road, Nungambakkam, Chennai",Nungambakkam,"['Biryani', ' Mughlai']",Invalid,300,None,Does not offer Dining,3.3,129,['Home Delivery']
Oscar Restaurant," 1, Issac Street, Park Town, Chennai",Park Town,"['North Indian', ' Chinese', ' Chettinad', ' Ice Cream', ' Beverages']",Invalid,500,3.2,37,3.9,99,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Rumman," 173/1, ECR Muttukad, Near MGM Dizzee World, Opposite  Dakshin Chithra, Muttukadu, Chennai",Muttukadu,"['South Indian', ' North Indian', ' Chinese', ' Beverages']",Invalid,500,2.9,27,3.3,24,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Hotel Sudhara," Hotel Sudhara, 87, Usman Road, T. Nagar, Chennai","Hotel Sudhara, T. Nagar","['North Indian', ' South Indian', ' Chinese']",Invalid,300,3.5,33,3.9,60,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']"
Evil Witch," 3/156A, Mageshwari Street, Padmavathi Nagar, Jalladianpet, Pallikaranai, Chennai",Pallikaranai,['Fast Food'],Invalid,250,3.2,22,3.9,57,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Panda Choice BBQ Club," 152, Nallathambi Main Road, Pammal, Anna Nagar East, Chennai",Anna Nagar East,"['Fast Food', ' Continental']",Invalid,300,3.4,29,3.5,168,"['Home Delivery', 'Indoor Seating']"
Zion Home Bakes," 19, Vijaylakshmi Flats, Balakrishnan Street, Nanmangalam, Medavakkam, Chennai",Medavakkam,['Bakery'],Invalid,200,2,4,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Home Baker', 'Pre-Ordering Required']"
Step In Restaurant," 17, Vasantham Nagar, PH Road, Avadi, Chennai",Avadi,"['Fast Food', ' Bakery']",Invalid,400,3,38,4,322,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']"
The Juice Box," 18, Gaingaiamman Koil Bus Stop, Poonamalle, Chennai",Poonamalle,"['Juices', ' Sandwich', ' Beverages']",Invalid,250,3.5,35,3.7,1187,"['Home Delivery', 'Indoor Seating']"
Granny's Biriyani @fs," 13, Kanagam Road, Near IIT Mandakini Gate, Research Park Road, Taramani, Chennai",Taramani,"['Biryani', ' North Indian']",Invalid,300,3.6,31,3.7,1621,"['Home Delivery', 'Indoor Seating']"
Jivis Night Food," 84/98, Bhajanai Koil Street, Choolaimedu, Chennai",Choolaimedu,['Fast Food'],Invalid,300,3,28,3.4,1257,"['Home Delivery', 'Indoor Seating']"
Cheese & Sauce," OMR Food Street, Ambattur, Chennai",Ambattur,"['Sandwich', ' Burger']",Invalid,250,3.7,22,4.1,106,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Appa Mess," 14, Sai Nagar, 1st Main Road, Chinmaya Nagar, RTO Office, Virugambakkam, Chennai",Virugambakkam,"['Chinese', ' South Indian', ' Beverages']",Invalid,600,3.6,34,3.7,53,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Simply Kebab," C7, OMR Food Street, Phase 2, MGR Road, Kandanchavadi, Perungudi, Perungudi, Chennai",Perungudi,['Kebab'],Invalid,200,3.8,32,4.2,416,"['Home Delivery', 'Free Parking', 'Outdoor Seating']"
Chennai Rawther Restaurant," Block M8, 3rd Avenue, Anna Nagar East, Chennai",Anna Nagar East,"['North Indian', ' Chinese', ' Biryani', ' Chettinad', ' Kerala']",Invalid,500,3.2,29,4.3,937,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Adraq, Delivery Only,Shenoy Nagar,"['North Indian', ' Mughlai', ' Fast Food', ' Beverages']",Invalid,300,None,Does not offer Dining,2.5,422,['Delivery Only']
Kabab Center," 8/, 139/69, Mannady Street, Muthialpet, George Town, Chennai",George Town,['Kebab'],Invalid,300,3.6,36,None,Not enough Delivery Reviews,"['Home Delivery', 'Indoor Seating']"
Valor Dosa Factory," 3rd Avenue, ICF South Colony, Anna Nagar East, Chennai",Anna Nagar East,['South Indian'],Invalid,300,3.6,30,4.4,267,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hakkim Bhai Biriyani," 53, 9A, Devikarumariamman Koil Street, M.G Nagar, Taramani, Chennai",Taramani,"['Biryani', ' Chinese']",Invalid,400,None,Does not offer Dining,3.4,1258,['Home Delivery']
Just Now Came Bro Cafe," Old 39, New 19, Periyar Rama Swamy Street, Guduvanchery, Kanchipuram District, Chennai",Kanchipuram District,"['Beverages', ' Fast Food', ' Desserts']",Invalid,250,3.6,45,4.1,663,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
BIB - Breakfast In The Box," 41, East Naduvankkarai, Bajanaikoil Street, Anna Nagar East, Chennai",Anna Nagar East,"['American', ' Fast Food']",Invalid,600,None,Does not offer Dining,3.9,28,"['Breakfast', 'Delivery Only']"
Cozzy 24," Grand Palace Hotel, 257, GST Road, Chromepet, Chennai",Chromepet,"['North Indian', ' Mughlai', ' Chinese']",Invalid,1000,2.6,20,None,Not enough Delivery Reviews,"['Indoor Seating', 'Buffet']"
Hotel Natarajah," 15/16, 2nd Lane Beach, Parrys, Chennai",Parrys,['South Indian'],Invalid,250,3,36,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Spicy Night," 62/24, VSM Garden Street, West Saidapet, West Jafferkhanpet, West Mambalam, Chennai",West Mambalam,"['Biryani', ' Chinese', ' North Indian']",Invalid,300,2.6,28,3.8,340,"['Home Delivery', 'Indoor Seating']"
Jungle," 19 F, West Mada Church Street, Royapuram, Chennai",Royapuram,"['North Indian', ' Chinese', ' Mughlai', ' Seafood']",Invalid,800,3.1,40,3.7,370,"['Home Delivery', 'Indoor Seating']"
Food O'Clock," 8, Medavakkam Road, Sholinganallur, Chennai",Sholinganallur,"['North Indian', ' Biryani', ' Chinese']",Invalid,300,3.6,34,3.9,847,"['Home Delivery', 'Indoor Seating']"
The Beijing Kitchen," 200 Feet Radial Road, Pallavaram, Chennai",Pallavaram,"['BBQ', ' Chinese', ' Desserts']",Invalid,350,None,Does not offer Dining,3.3,203,['Home Delivery']
Charminar Express Biryani," 3 Vells College Road, Thalambur Junction, Navallur, Chennai",Navallur,['Biryani'],Invalid,250,3.7,30,3.9,66,"['Home Delivery', 'Standing Tables', 'Outdoor Seating', 'Self Service']"
Chai Pettai," 6, VGP Seetapathi Street, VGP Seethapathy Nagar, Velachery, Chennai",Velachery,"['Cafe', ' Fast Food']",Invalid,300,3.7,29,4.2,384,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Hotel Sanmaan," 18/5, 3rd Cross Road, RA Puram, Chennai",RA Puram,"['South Indian', ' Chinese']",Invalid,500,3.5,24,None,Not enough Delivery Reviews,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Vardhaman Sweets And Snacks," 4/53, Dewan Rama Road, Purasavakkam, Chennai",Purasavakkam,"['Mishti', ' Fast Food', ' Street Food', ' Sandwich']",Invalid,300,2.5,10,None,Not enough Delivery Reviews,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
Shawarma Town," 143A, Main Road, Sakthivel Nagar, Peravallur, Balaji Nagar, Kolathur, Chennai",Kolathur,"['Lebanese', ' Chinese']",Invalid,250,3.4,15,3.6,245,"['Home Delivery', 'Indoor Seating']"
Cake House," 3A, MGR Salai, Near Hotel Palmgrove, Nungambakkam, Chennai",Nungambakkam,"['Bakery', ' Fast Food', ' Desserts']",Invalid,300,3.5,25,4.3,258,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']"
Nandhiniee Sweets," 2, Anna Garden, Appakulam Street, Velachery, Chennai",Velachery,"['Mithai', ' Street Food', ' South Indian']",Invalid,250,3.3,27,4.4,1743,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Murthy Restaurant," 875, TH Road, Thiruvottiyur, Washermenpet, Chennai",Washermenpet,"['South Indian', ' Bakery']",Invalid,300,3.4,18,4.2,505,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Pre-Ordering Required']"
Taj Thalapakattu Biriyani," 224, Trunk Road, Opposite, Panayathamman Koil, Poonamallee, Chennai",Poonamalle,"['North Indian', ' Chinese', ' Seafood', ' Beverages']",Invalid,600,3.4,42,4.4,831,"['Home Delivery', 'Indoor Seating']"
Madras Biryani House," 3, ECR Gardens, Vaithiyalingam, 1st Cross Street, Neelankarai, Chennai",Neelangarai,"['Biryani', ' Chinese']",Invalid,300,None,Does not offer Dining,3.8,594,['Delivery Only']
Cakes 'N' Bakes," Shop 6, Old 10, New 17, Shyams Garden, Ground Floor, Khader Nawaz Khan Road, Nungambakkam, Chennai",Nungambakkam,"['Bakery', ' Fast Food', ' Desserts', ' Beverages']",Invalid,300,3.4,9,None,Does not offer Delivery,"['Indoor Seating', 'Desserts and Bakes']"
Meals on Wheels," 44, Thenpalani Nagar, Vinayagar Kovil Street, Kolathur, Chennai",Kolathur,"['Chinese', ' Kerala']",Invalid,350,3.5,35,3.5,697,"['Home Delivery', 'Indoor Seating']"
Hybrid," Mercure Chennai, SIPCOT Industrial Park, Sriperambadur, Oragadam, Chennai","Mercure, Sriperumbudur","['North Indian', ' Chinese']",Invalid,2600,3.4,10,None,Does not offer Delivery,"['Full Bar Available', 'Nightlife', 'Outdoor Seating', 'Table booking recommended', 'Wifi', 'Indoor Seating', 'Smoking Area']"
Namma Coffee Kadai," 259, NSC Bose Road, Opposite Madras High Court, Parrys, Chennai",Parrys,"['Fast Food', ' South Indian', ' Beverages']",Invalid,200,3.6,20,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Safiya Briyani Centre," AD 40, 10th Main Road, Shanthi Colony, Anna Nagar East, Chennai",Anna Nagar East,"['Biryani', ' Chinese']",Invalid,400,3.6,45,4,462,"['Home Delivery', 'Indoor Seating']"
Mahesh Lunch Home," 3, Puruswalkam High Road, Purasavakkam, Chennai",Purasavakkam,"['Mithai', ' Street Food']",Invalid,150,3.7,32,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Bigboss Cafe," 1/1095, Bye Pass Road, Redhills Koot Road, Red Hills, Chennai",Red Hills,"['Fast Food', ' Pizza', ' Burger', ' Beverages']",Invalid,300,3.4,23,3.7,109,"['Home Delivery', 'Indoor Seating']"
Hotel Mina," C-3, Water Works Road, Thiru Vi Ka Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai",Guindy,"['South Indian', ' Chettinad']",Invalid,300,3.4,27,3.9,73,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Andavar Biryani," 279, Medavakkam Main Road, Ullagaram, Madipakkam, Chennai",Madipakkam,['Biryani'],Invalid,250,3,27,None,Does not offer Delivery,['Indoor Seating']
Cheta Butter Milk," 18, Murugesan Naicker Complex Road, Thousand Lights, Chennai",Thousand Lights,['Beverages'],Invalid,100,3.5,30,4.4,254,"['Home Delivery', 'Indoor Seating']"
Chickwalk," Plot 5, GST Road, Kattankulathur, Maraimalainagar, Kanchipuram District, Chennai",Kanchipuram District,"['Fast Food', ' Beverages']",Invalid,400,3,29,3.9,653,"['Home Delivery', 'Indoor Seating']"
Padma Fast Food," 13, Rajarathinam Street, Near Ega Theatre, Kilpauk, Chennai",Kilpauk,"['South Indian', ' Street Food']",Invalid,200,3.3,30,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
Getty Chutney," 2, Trunk Road, Bharath Nagar, Porur, Chennai",Porur,"['South Indian', ' Chinese']",Invalid,250,3.1,29,3.5,262,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
Frybox," 1/90, OMR Road, Padur, Chennai",Padur,['Fast Food'],Invalid,250,None,Does not offer Dining,3.4,194,['Home Delivery']
Karisorum Kaldosaium," 35, Viswanathapuram Main Road, Opposite Raghavandra Mandapam, Kodambakkam, Chennai",Kodambakkam,['South Indian'],Invalid,500,3.4,22,None,Not enough Delivery Reviews,"['Home Delivery', 'Valet Parking Available', 'Indoor Seating', 'Outdoor Seating']"
Tiffin Factory," 1, Harleys Road, Kilpauk, Chennai",Kilpauk,['South Indian'],Invalid,200,2.8,25,None,Does not offer Delivery,"['Vegetarian Only', 'Free Parking', 'Indoor Seating']"
Jeru Cafe," 2/89, Gowri Thangaraj Street, Navallur, Chennai",Navallur,"['Beverages', ' Ice Cream', ' Fast Food']",Invalid,400,None,Does not offer Dining,3.7,73,"['Breakfast', 'Delivery Only', 'Desserts and Bakes']"
Lovely Bakes," 152, A.V. Church Road, Besant Nagar, Chennai",Besant Nagar,"['Bakery', ' Fast Food', ' Desserts', ' Beverages']",Invalid,200,3.4,19,None,Does not offer Delivery,"['Breakfast', 'Indoor Seating', 'Desserts and Bakes']"
Pizza Lounge," 22, Railway Colony, NM Road, Aminijikarai, Chennai",Aminijikarai,"['Pizza', ' Fast Food']",Invalid,300,3,26,4.2,314,"['Home Delivery', 'Indoor Seating']"
Maybelle," Hotel Maurya International, 168/169, Arcot Road, Vadapalani, Chennai","Hotel Maurya International, Vadapalani","['North Indian', ' Chinese', ' Continental']",Invalid,700,2.7,10,None,Does not offer Delivery,"['Indoor Seating', 'Table reservation required']"
The Cakez," 5/15, Valluvar Salai, Ramapuram, Chennai",Ramapuram,"['Bakery', ' Desserts', ' Fast Food', ' Beverages']",Invalid,300,3.9,22,4.1,434,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']"
Dharshini Sandwiches," 197/8, Jeevanandham Salai,13th Sector, K.K. Nagar, Chennai",K.K. Nagar,"['Sandwich', ' Fast Food', ' Beverages']",Invalid,200,3.4,28,3.9,514,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Master of Momos," OYO Townhouse 043, Ground Floor, 3/2, Shenoy Nagar, Near Crescent Ground, Anna Nagar East, Chennai",Anna Nagar East,"['Momos', ' North Eastern', ' Fast Food', ' Tibetan']",Invalid,150,None,Does not offer Dining,2.4,477,['Delivery Only']
White Forest," 58, Udhaya Britto Towers, Tirumalai Nagar, Near  Vinayaga Temple, Old Mahabalipuram Road (OMR), Perungudi, Chennai",Perungudi,['Bakery'],Invalid,300,3.2,34,3.9,17,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
Momo Nation Cafe," Door 2, T Block, 4th Main Road, Anna Nagar East, Chennai",Anna Nagar East,"['Chinese', ' Momos', ' Thai']",Invalid,500,3.8,20,3.9,68,"['Home Delivery', 'Indoor Seating']"
Avizhmudra," 4/905, Anna Street, Ambedkar Nagar, Medavakkam, Chennai",Medavakkam,"['North Indian', ' Chinese', ' Biryani', ' Chettinad']",Invalid,600,3.7,27,3.8,162,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Table booking recommended']"
Ice Cream Works," R/13A, 3rd Main Road, Bharathi Salai, Mogappair, Chennai",Mogappair,['Ice Cream'],Invalid,500,3.4,27,3.8,227,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Outdoor Seating', 'Desserts and Bakes']"
Al- Gani A/C Restaurant," 17, Nethaji Street, Rajiv Gandhi Nagar, Malaimedu Nandhivaram, Guduvanchery, Kanchipuram District, Chennai",Kanchipuram District,"['North Indian', ' South Indian']",Invalid,500,2.8,17,3.6,452,"['Home Delivery', 'Indoor Seating']"
King Kebab," Shop 1, 23/11, Test Station, Bharatvajar Street, Tambaram, Chennai",Tambaram,['Arabian'],Invalid,300,None,Does not offer Dining,3.8,1004,['Home Delivery']
Queen," Hotel Raj Palace, 12/1, Thanikachalam Road, T. Nagar, Chennai","Hotel Raj Palace, T. Nagar",['Finger Food'],Invalid,1100,3.5,20,None,Does not offer Delivery,"['Full Bar Available', 'Nightlife', 'Indoor Seating']"
Kebab Kingdom," C19, A/B,OMR Food Street, Guduvancheri, GST Road, Chennai","OMR Food Street, Guduvancheri",['BBQ'],Invalid,400,3.7,31,4.2,362,"['Home Delivery', 'Free Parking', 'Self Service', 'Outdoor Seating']"
Rajan Bakery and Sweets," 10, Vishwanathapuram Main Road, Kodambakkam, Chennai",Kodambakkam,"['Bakery', ' South Indian']",Invalid,150,3.3,21,None,Does not offer Delivery,"['Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Burger Joys," 17/55, Venkat Narayana Road T. Nagar, Chennai",T. Nagar,"['Burger', ' Fast Food']",Invalid,200,None,Does not offer Dining,4.2,947,['Home Delivery']
Bhats," Shanmugam Street, Tambaram, Chennai",Tambaram,"['North Indian', ' South Indian', ' Street Food']",Invalid,350,2.9,32,None,Does not offer Delivery,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Sandwich Paradise," 188, Velachery Main Road, Gowrivakkam, Selaiyur, Chennai",Selaiyur,"['Burger', ' Sandwich']",Invalid,300,2.8,40,3.5,1890,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
The Hub - IBIS Hotel," IBIS Hotel, 34, OMR, Egatoor, Chennai","IBIS Hotel, Old Mahabalipuram Road (OMR)",['Bar Food'],Invalid,2100,3.3,28,None,Does not offer Delivery,"['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'Buffet', 'Desserts and Bakes', 'Celebrity Frequented', 'Free Parking', 'Live Entertainment', 'Nightlife', 'Live Music', 'Serves Cocktails', '4/5 Star', 'Table booking for Groups', 'Resto Bar', 'LGBTQIA Friendly', 'Smoking Area', 'Gluten Free Options', 'Group Meal', 'Dance Floor', 'Gaming Area', 'Live Sports Screening', 'Valet Parking Available', 'Outdoor Seating', 'Indoor Seating', 'Entry Fee', 'Free Wifi', 'Above 18 Only', 'Disabled Friendly', 'Egg Preparations', 'Luxury Dining']"
