Name,Location,country,Price for 2,Dining Rating,Delivery Rating,food,Dining Rating Count
Cafe Coffee Day,Ashok Nagar,Japanese,600,2.5,3.8,Tempura Tempura ,61
Cafe Coffee Day,Porur,Korean,600,2.9,4.0,Bibimbap Bibimbap ,80
Cafe Coffee Day,Anna Nagar West,Korean,600,2.9,3.7,Japche Japche ,54
Cafe Coffee Day,Adyar,Dessert,600,2.9,3.8,Cookie Brownies ,34
Cafe Coffee Day,T. Nagar,Chinese,600,3.0,3.7,Dimsum SpringRoll ,34
Sree Gupta Bhavan,Thuraipakkam,Western,550,3.9,4.1,Sandwich Salad ,204
Sree Gupta Bhavan,Perungudi,Japanese,550,3.8,3.9,Omuraisu Donburi ,97
Sree Gupta Bhavan,Navallur,Dessert,550,3.7,4.0,Donut Brownies ,116
Sree Gupta Bhavan,Saligramam,Dessert,550,3.3,3.9,Cupcake Donut ,76
Sree Gupta Bhavan,Medavakkam,Dessert,550,3.4,4.3,Cookie Cookie ,85
Kozhi Idli,Velachery,Chinese,300,3.0,3.5,Wontons SpringRoll ,87
Kozhi Idli,Aminijikarai,Dessert,300,3.6,4.3,Cookie Donut ,54
Lassi Shop,Anna Nagar East,Korean,300,4.0,4.2,Bulgogi Japche ,359
Lassi Shop,Mogappair,Korean,200,3.9,4.2,Japche Japche ,253
Lassi Shop,Thousand Lights,Japanese,200,4.0,4.0,Udon Tempura ,107
Lassi Shop,Anna Nagar East,Korean,200,3.8,4.0,Bulgogi Bibimbap ,142
Lassi Shop,Chromepet,Dessert,200,3.8,3.8,Cupcake Cupcake ,91
Lassi Shop,Thiruvanmiyur,Western,200,3.2,4.0,Salad Pizza ,62
The ThickShake Factory,Sholinganallur,Japanese,400,4.0,3.6,Ramen Sushi ,182
The ThickShake Factory,Kilpauk,Chinese,400,4.0,4.0,Dumplings Dimsum ,140
The ThickShake Factory,Alwarpet,Western,400,3.4,4.2,Steak Steak ,102
The ThickShake Factory,Potheri,Japanese,400,3.8,4.0,Udon Omuraisu ,79
The ThickShake Factory,T. Nagar,Korean,400,3.5,3.8,Bulgogi Bibimbap ,72
Goli Vada Pav. No 1,Porur,Korean,250,3.1,4.1,Bulgogi Japche ,65
Chocomans,Velachery,Dessert,500,3.9,3.9,Brownies Cupcake ,202
Chocomans,Selaiyur,Japanese,500,3.9,4.2,Omuraisu Sushi ,175
ibaco,Anna Nagar West,Dessert,200,4.1,4.5,Brownies Donut ,211
ibaco,T. Nagar,Japanese,200,4.0,4.6,Udon Ramen ,172
ibaco,Velachery,Dessert,200,4.1,4.2,Cookie Donut ,156
Ibaco,Thiruvanmiyur,Western,200,4.0,4.6,Hamburger Pizza ,116
ibaco,Selaiyur,Korean,200,4.1,4.1,Tteokbokki Japche ,162
Ibaco,Chromepet,Chinese,200,4.0,4.1,Dumplings Dumplings ,109
ibaco,"TNHB Complex, Besant Nagar",Japanese,200,3.8,3.9,Udon Tempura ,87
ibaco,Royapuram,Chinese,200,3.9,4.2,Wontons Wontons ,126
ibaco,Adyar,Dessert,200,3.9,4.4,Cookie Donut ,87
ibaco,K.K. Nagar,Dessert,200,3.9,4.3,Brownies Cupcake ,92
ibaco,Ashok Nagar,Western,200,3.7,4.4,Salad Steak ,78
ibaco,Ambattur,Korean,200,3.8,4.3,Bulgogi Tteokbokki ,95
ibaco,Gopalapuram,Western,200,3.7,4.4,Hamburger Salad ,58
ibaco,Mylapore,Western,200,3.6,4.7,Steak Sandwich ,55
Chop 'N' Stix,Nanganallur,Japanese,500,4.0,3.6,Donburi Omuraisu ,118
Chop 'N' Stix,Selaiyur,Chinese,500,3.2,3.7,SpringRoll SpringRoll ,84
Chop 'n' Stix,Perungudi,Japanese,500,2.9,3.9,Sushi Sushi ,58
Makers of Milkshakes,Kodambakkam,Western,350,3.6,4.3,Hamburger Salad ,82
Makers Of Milkshakes,"OMR Food Street, Ambattur",Korean,350,3.8,4.4,Japche Bibimbap ,72
Namma Veedu Vasanta Bhavan,Neelangarai,Western,600,3.3,4.1,Steak Sandwich ,264
Namma Veedu Vasanta Bhavan,Vadapalani,Dessert,600,2.7,3.6,Cupcake Donut ,160
Namma Veedu Vasanta Bhavan,Maduravoyal,Dessert,600,3.2,4.0,Brownies Cupcake ,179
Namma Veedu Vasanta Bhavan,Vadapalani,Dessert,600,2.8,3.8,Brownies Cookie ,93
Namma Veedu Vasanta Bhavan,Medavakkam,Chinese,600,3.4,3.7,Dimsum Dumplings ,104
Creamy Inn,Anna Nagar West,Korean,250,4.1,4.0,Japche Tteokbokki ,224
Creamy Inn,Chetpet,Korean,250,3.7,4.1,Bibimbap Bulgogi ,158
Creamy Inn,K.K. Nagar,Western,250,3.9,3.9,Sandwich Steak ,133
Creamy Inn,Velachery,Japanese,250,3.2,4.1,Udon Udon ,119
Al Reef,Kottivakkam,Japanese,700,2.1,3.9,Udon Donburi ,192
Al Reef,Medavakkam,Western,700,2.3,3.1,Salad Salad ,106
Al Reef,Kodambakkam,Chinese,600,2.7,3.8,Wontons Dumplings ,82
The Grand Sweets and Snacks - Amirtham Restaurant,T. Nagar,Western,500,3.6,4.3,Hamburger Salad ,80
The Grand Sweets and Snacks - Amirtham Restaurant,Vadapalani,Chinese,500,3.2,4.5,Dumplings Wontons ,83
Cold Stone Creamery,"Phoenix Market City, Velachery",Dessert,550,3.9,4.0,Cupcake Brownies ,130
Pizza Republic,Tambaram,Chinese,500,4.1,4.0,Dumplings Dimsum ,209
Pizza Republic,Nanganallur,Japanese,500,3.9,3.9,Sushi Udon ,220
Pizza Republic,Saligramam,Dessert,500,3.6,3.6,Cupcake Cookie ,131
Pizza Republic,Medavakkam,Western,500,2.9,3.5,Steak Salad ,62
Cake Square,T. Nagar,Chinese,400,3.5,4.1,Wontons Dimsum ,94
Cake Square,Anna Nagar West,Korean,400,3.1,4.2,Bulgogi Tteokbokki ,126
Cake Square,Porur,Dessert,400,3.1,4.3,Cookie Donut ,54
French Loaf,Chetpet,Korean,400,3.6,3.9,Bibimbap Bibimbap ,106
French Loaf,Besant Nagar,Dessert,400,3.0,3.9,Donut Cookie ,84
French Loaf,Kilpauk,Western,400,2.9,3.9,Hamburger Steak ,48
French Loaf,Palavakkam,Korean,400,3.4,4.4,Tteokbokki Bulgogi ,56
Madrasi Biryani,Kelambakkam,Western,400,4.1,3.7,Hamburger Hamburger ,136
Madrasi Biryani,Alwarpet,Chinese,350,3.8,3.8,SpringRoll Dimsum ,85
Tibb's Frankie,Anna Nagar West,Western,200,3.9,4.0,Steak Salad ,123
Tibb's Frankie,Chetpet,Japanese,150,3.7,4.0,Udon Omuraisu ,107
Tibb's Frankie,Royapettah,Western,200,3.6,3.9,Steak Salad ,98
Meat And Eat,Purasavakkam,Korean,350,3.5,3.9,Bibimbap Bulgogi ,159
Meat And Eat,Anna Nagar West,Dessert,350,2.9,3.7,Donut Brownies ,110
Meat And Eat,Velachery,Dessert,350,3.0,3.9,Brownies Brownies ,111
Meat and Eat,"OMR Food Street, Navallur",Western,350,2.9,3.8,Pizza Pizza ,121
Meat And Eat,Royapuram,Chinese,350,3.2,3.8,Wontons SpringRoll ,79
Meat And Eat,Saidapet,Chinese,350,3.0,3.4,Dumplings SpringRoll ,106
Meat And Eat,Porur,Chinese,350,3.3,3.7,Dumplings SpringRoll ,114
Meat And Eat,Palavakkam,Dessert,350,2.6,3.7,Cupcake Cookie ,76
Chicago Pizza,Gopalapuram,Chinese,600,3.0,3.1,SpringRoll Wontons ,106
Chicago Pizza,T. Nagar,Korean,600,2.5,2.9,Tteokbokki Bibimbap ,92
Qurbani Biryani,Valasaravakkam,Chinese,500,3.4,4.0,SpringRoll Dimsum ,153
The Table,Velachery,Chinese,300,3.7,4.1,SpringRoll Wontons ,59
CK's Bakery,Tambaram,Japanese,350,3.8,4.3,Donburi Sushi ,73
CK's Bakery,Madipakkam,Korean,350,3.9,4.3,Bibimbap Bibimbap ,83
CK's Bakery,Saidapet,Korean,350,3.3,4.2,Tteokbokki Bulgogi ,53
CK's Bakery,Taramani,Western,350,3.4,4.1,Pizza Steak ,44
CK's Bakery,Kottivakkam,Dessert,350,3.4,3.9,Donut Donut ,44
CK's Bakery,Palavakkam,Western,350,3.6,4.2,Sandwich Steak ,38
The Creams,Avadi,Western,400,3.9,4.2,Hamburger Steak ,113
Hotel Raaj Bhaavan,Purasavakkam,Chinese,600,3.5,4.2,Wontons Wontons ,134
Hotel Raaj Bhaavan,Kilpauk,Chinese,600,3.0,4.0,SpringRoll Dimsum ,60
Keventers - Milkshakes & Ice Creams,"The Grand Mall, Velachery",Western,400,3.0,4.2,Steak Steak ,102
Keventers - Milkshakes & Ice Creams,Thuraipakkam,Dessert,400,3.7,4.3,Cookie Donut ,97
Keventers - Milkshakes & Ice Creams,"VR Mall, Anna Nagar",Western,400,3.7,4.2,Salad Hamburger ,65
Kailash Parbat,Chetpet,Korean,600,4.3,3.9,Tteokbokki Tteokbokki ,907
Madras Coffee House,Nungambakkam,Korean,200,3.7,3.9,Bibimbap Tteokbokki ,61
Bismi Briyani,Velachery,Dessert,850,2.3,3.6,Brownies Cupcake ,110
Chai Waale,Kilpauk,Dessert,200,3.9,4.2,Donut Cookie ,102
Chai Waale,Saligramam,Western,200,3.9,4.1,Pizza Steak ,78
MilkyWay,Perambur,Western,350,3.7,4.2,Pizza Sandwich ,111
MilkyWay,K.K. Nagar,Japanese,350,3.5,4.3,Tempura Tempura ,91
MilkyWay,Velachery,Western,350,3.7,4.1,Sandwich Salad ,91
Oh My Shawarma,Ramapuram,Western,350,3.9,4.0,Salad Salad ,111
The Grand Sweets and Snacks,Velachery,Korean,450,2.3,3.9,Tteokbokki Japche ,145
The Grand Sweets and Snacks,Chetpet,Japanese,450,2.6,3.9,Tempura Tempura ,81
The Grand Sweets and Snacks,T. Nagar,Korean,450,3.4,3.9,Tteokbokki Bibimbap ,76
The Grand Sweets and Snacks,Mylapore,Western,450,2.5,3.9,Pizza Sandwich ,45
Kulfi House,Anna Nagar East,Japanese,200,3.8,3.9,Donburi Sushi ,90
Kulfi House,Velachery,Chinese,200,3.9,3.2,Wontons Dimsum ,78
Kulfi House,Porur,Korean,200,3.9,4.0,Bulgogi Tteokbokki ,85
Kulfi House,Ambattur,Dessert,200,3.6,3.8,Cookie Cupcake ,50
Ganga Sweets,Navallur,Dessert,330,3.8,3.9,Cupcake Brownies ,104
Ganga Sweets,Mogappair,Dessert,300,3.7,4.1,Cupcake Donut ,87
OYALO,Chromepet,Chinese,450,3.3,3.6,Dumplings Dimsum ,41
Sri Krishna Sweets,Velachery,Korean,250,3.2,3.9,Tteokbokki Tteokbokki ,90
Royal Biriyani,Palavakkam,Western,500,3.0,4.0,Steak Steak ,116
Royal Biriyani,Thiruvanmiyur,Japanese,500,2.6,3.9,Tempura Tempura ,78
Cake Park,Ashok Nagar,Chinese,400,3.4,4.2,Dumplings Wontons ,43
Perambur Sri Srinivasa,Ambattur,Japanese,400,3.7,3.9,Udon Ramen ,121
Hot Breads,T. Nagar,Japanese,450,3.0,3.9,Tempura Omuraisu ,47
Uzo Sandwiches,Potheri,Chinese,300,4.0,4.1,Wontons SpringRoll ,453
The Cake World,Velachery,Korean,500,3.0,3.9,Tteokbokki Bulgogi ,58
Nandhiniee Sweets,T. Nagar,Korean,400,3.4,4.2,Tteokbokki Bulgogi ,49
